_id,PX,MAIN_STREET,MIDBLOCK_ROUTE,SIDE1_STREET,SIDE2_STREET,PRIVATE_ACCESS,ADDITIONAL_INFO,ACTIVATIONDATE,SIGNALSYSTEM,NON_SYSTEM,CONTROL_MODE,PEDWALKSPEED,APS_OPERATION,NUMBEROFAPPROACHES,OBJECTID,GEO_ID,NODE_ID,AUDIBLEPEDSIGNAL,TRANSIT_PREEMPT,FIRE_PREEMPT,RAIL_PREEMPT,MI_PRINX,BICYCLE_SIGNAL,UPS,LED_BLANKOUT_SIGN,LPI_NORTH_IMPLEMENTATION_DATE,LPI_SOUTH_IMPLEMENTATION_DATE,LPI_EAST_IMPLEMENTATION_DATE,LPI_WEST_IMPLEMENTATION_DATE,LPI_COMMENT,geometry
1081,1086,MARTIN GROVE RD,None,BETHRIDGE RD,None,None,None,1974-04-26T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1081,30147856,13457328,,,,,1081,,,,2024-11-13T00:00:00,2024-11-13T00:00:00,2024-11-13T00:00:00,2024-11-13T00:00:00,None,"{""coordinates"": [[-79.57824400396325, 43.70754499914538]], ""type"": ""MultiPoint""}"
1082,1087,ST CLAIR AVE W,None,LAUGHTON AVE,None,None,None,1974-09-12T00:00:00,TransSuite,None,SAP,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,3,1082,8704908,13462870,1,1,,,1082,,,,2021-02-02T00:00:00,2021-02-02T00:00:00,,,None,"{""coordinates"": [[-79.45764699954738, 43.67472199904655]], ""type"": ""MultiPoint""}"
1083,1088,ISLINGTON AVE,None,BERING AVE,None,None,None,1974-04-11T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1083,912190,13468469,,,,,1083,,,,2021-01-07T00:00:00,2021-01-07T00:00:00,,2021-01-07T00:00:00,None,"{""coordinates"": [[-79.52122199503297, 43.63937699639675]], ""type"": ""MultiPoint""}"
1084,1089,THE QUEENSWAY,None,ZORRA ST,None,None,None,1975-05-22T00:00:00,SCATS,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1084,913421,13469755,,,,,1084,,,,,2022-01-27T00:00:00,2022-01-27T00:00:00,2022-01-27T00:00:00,None,"{""coordinates"": [[-79.52237299966019, 43.62192899985386]], ""type"": ""MultiPoint""}"
1085,1090,ADELAIDE ST W,None,JOHN ST,None,None,None,1975-06-17T00:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1085,12763900,13467106,,,1,,1085,1,,1,,,,,None,"{""coordinates"": [[-79.39029299734383, 43.647855997316825]], ""type"": ""MultiPoint""}"
1086,1091,FINCH AVE W,220m EAST OF,ALEXDON RD,PRIVATE ACCESS,None,None,1974-10-17T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1086,11272524,,,1,,,1086,,,,,,2021-01-28T00:00:00,2021-01-28T00:00:00,None,"{""coordinates"": [[-79.48295999752673, 43.76528000115989]], ""type"": ""MultiPoint""}"
1087,1092,FINCH AVE E,None,PHARMACY AVE,None,None,None,1974-02-05T01:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1087,4429233,13444158,,1,,,1087,,,,,,,,None,"{""coordinates"": [[-79.32596900429516, 43.794331000203734]], ""type"": ""MultiPoint""}"
1088,1093,DUFFERIN ST,None,SHANLY ST,None,None,None,1975-05-27T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,1088,14011416,13464778,1,1,,,1088,,,,2021-03-29T00:00:00,2021-03-29T00:00:00,2021-03-29T00:00:00,2021-03-29T00:00:00,None,"{""coordinates"": [[-79.43667800334401, 43.66296699978069]], ""type"": ""MultiPoint""}"
1089,1094,MARLEE AVE,None,RIDELLE AVE,None,None,None,1974-02-05T01:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1089,7307,13457669,1,,,,1089,,,,2022-02-17T00:00:00,2022-02-17T00:00:00,,,None,"{""coordinates"": [[-79.44174599648512, 43.703851002295785]], ""type"": ""MultiPoint""}"
1090,1095,FINCH AVE W,None,400 S FINCH W RAMP,None,None,S/B OFF RAMP,1974-06-14T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1090,440965,13450029,,,,,1090,,1,,,,,,None,"{""coordinates"": [[-79.5327659994544, 43.754028995667944]], ""type"": ""MultiPoint""}"
1091,1096,WESTON RD,None,LANYARD RD,None,None,None,1974-12-18T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1091,30096169,13450908,,,,,1091,,,,,,,,None,"{""coordinates"": [[-79.5416080046444, 43.74823299936188]], ""type"": ""MultiPoint""}"
1092,1097,RICHMOND ST W,None,PORTLAND ST,None,None,None,1975-12-05T00:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1092,1146265,13467277,,1,,,1092,,,,2023-10-16T00:00:00,2023-10-16T00:00:00,2023-10-16T00:00:00,2023-10-16T00:00:00,None,"{""coordinates"": [[-79.40112700320631, 43.64697200056681]], ""type"": ""MultiPoint""}"
1093,1098,MIDLAND AVE,None,MARCOS BLVD,ROMULUS DR,None,None,1975-06-06T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1093,110315,13450601,1,,,,1093,,,,2023-04-18T00:00:00,2023-04-18T00:00:00,2023-04-18T00:00:00,2023-04-18T00:00:00,Activated for 2023 Vision Zero - All Directions,"{""coordinates"": [[-79.26308100410881, 43.74637699960477]], ""type"": ""MultiPoint""}"
1094,1099,YONGE ST,None,NORTH YORK BLVD,ELMWOOD AVE,None,None,1978-10-29T23:00:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,1094,14067766,14067768,1,,,,1094,,,,2024-10-29T00:00:00,2024-10-29T00:00:00,2019-07-31T00:00:00,2019-07-31T00:00:00,East & West: Crosswalk,"{""coordinates"": [[-79.41224699879247, 43.76668699880711]], ""type"": ""MultiPoint""}"
1095,1100,YONGE ST,None,ELMHURST AVE,GREENFIELD AVE,None,None,1975-07-17T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1095,439674,13448470,1,,,,1095,,,,2024-10-30T00:00:00,2024-10-30T00:00:00,2024-10-30T00:00:00,2024-10-30T00:00:00,None,"{""coordinates"": [[-79.41137799673335, 43.7632620005318]], ""type"": ""MultiPoint""}"
1096,1101,YONGE ST,None,KEMPFORD BLVD,None,None,None,1975-07-17T00:00:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),None,3,1096,7131531,13446504,,,,,1096,,,,2021-03-09T00:00:00,2021-03-09T00:00:00,,2021-03-09T00:00:00,None,"{""coordinates"": [[-79.41484900587173, 43.776945996892096]], ""type"": ""MultiPoint""}"
1097,1102,ALBION RD,None,THISTLE DOWN BLVD,RIVERDALE DR,None,None,1974-08-27T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1097,10985942,13453013,-1,,,,1097,,,,2025-11-26T00:00:00,2025-11-26T00:00:00,2025-11-26T00:00:00,2025-11-26T00:00:00,None,"{""coordinates"": [[-79.56139000078866, 43.73535600112098]], ""type"": ""MultiPoint""}"
1098,1103,DANFORTH RD,42m NORTH OF,HART AVE,None,None,None,1974-10-12T00:00:00,TransSuite,None,PA - MPS,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,2,1098,30015906,,1,,,,1098,,,,,,,,None,"{""coordinates"": [[-79.25847099968965, 43.71913799900986]], ""type"": ""MultiPoint""}"
1099,1104,THE WEST MALL,None,EVA RD,PRIVATE ACCESS,None,None,1975-04-30T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1099,3086213,13468530,,,,,1099,,,,2020-11-04T00:00:00,2020-11-04T00:00:00,2020-11-04T00:00:00,2020-11-04T00:00:00,LPI in all directions,"{""coordinates"": [[-79.56481799590583, 43.63934200247439]], ""type"": ""MultiPoint""}"
1100,1105,EGLINTON AVE E,None,DVP S EGLINTON RAMP,EGLINTON DVP S RAMP,None,WEST INTERSECTION,1975-02-10T00:00:00,TransSuite,None,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",None,3,1100,444496,13454454,,,,,1100,,1,,,,,,None,"{""coordinates"": [[-79.33202400232001, 43.72258800222431]], ""type"": ""MultiPoint""}"
1101,1106,EGLINTON AVE E,None,DVP N EGLINTON RAMP,EGLINTON E DVP N RAMP,None,EAST INTERSECTION,1975-02-10T00:00:00,TransSuite,None,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",None,3,1101,444340,13454313,,,,,1101,,1,,,,,,None,"{""coordinates"": [[-79.32849499907616, 43.723567002714596]], ""type"": ""MultiPoint""}"
1102,1107,DON MILLS RD,None,CLIFFWOOD RD,None,None,None,1975-04-06T00:00:00,SCATS,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),None,4,1102,436255,13442848,,,,,1102,,,,2021-04-15T00:00:00,2021-04-15T00:00:00,2021-04-15T00:00:00,2021-04-15T00:00:00,None,"{""coordinates"": [[-79.35685199536017, 43.80702899914945]], ""type"": ""MultiPoint""}"
1103,1108,SHEPPARD AVE E,None,MORNINGSIDE AVE,None,None,None,1974-01-11T01:00:00,SCATS,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1103,30073545,13443095,,,,,1103,,,,,,,,None,"{""coordinates"": [[-79.19977100491448, 43.80197399665488]], ""type"": ""MultiPoint""}"
1104,1109,BRIMLEY RD,None,SHEPPARD AVE E,None,None,None,1974-12-18T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1104,4840625,13444901,1,,,,1104,,,,2024-08-23T00:00:00,2024-08-23T00:00:00,2024-08-23T00:00:00,2024-08-23T00:00:00,None,"{""coordinates"": [[-79.2683120020511, 43.78757800255161]], ""type"": ""MultiPoint""}"
1105,1110,MIDLAND AVE,None,HUNTINGWOOD DR,None,None,None,1974-02-05T01:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1105,105382,13443751,1,,,,1105,,,,2024-07-09T00:00:00,2024-07-09T00:00:00,2022-07-13T00:00:00,2022-07-13T00:00:00,None,"{""coordinates"": [[-79.28343600370478, 43.79705900435331]], ""type"": ""MultiPoint""}"
1106,1111,KENNEDY RD,None,HUNTINGWOOD DR,None,None,None,1973-12-21T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1106,5070474,13444019,,,,,1106,,,,,,,,None,"{""coordinates"": [[-79.29345099841012, 43.795149995845065]], ""type"": ""MultiPoint""}"
1107,1112,MORNINGSIDE AVE,None,MILITARY TRL,None,None,None,1975-05-23T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1107,14624107,13444536,,,,,1107,,,,2020-08-10T00:00:00,2020-08-10T00:00:00,,,None,"{""coordinates"": [[-79.19435600566001, 43.78927700298415]], ""type"": ""MultiPoint""}"
1108,1113,VICTORIA PARK AVE,None,MORECAMBE GT,PAWNEE AVE,None,None,1975-06-17T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1108,105594,13443726,,,,,1108,,,,2020-12-03T00:00:00,2020-12-03T00:00:00,2020-12-03T00:00:00,2020-12-03T00:00:00,None,"{""coordinates"": [[-79.3336329960647, 43.798051004373896]], ""type"": ""MultiPoint""}"
1109,1114,BLOOR ST W,None,MARKLAND DR,None,None,WEST INTERSECTION,1974-07-19T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1109,60017993,13469403,1,,,,1109,,,,2021-08-19T00:00:00,2021-08-19T00:00:00,2021-08-19T00:00:00,2021-08-19T00:00:00,None,"{""coordinates"": [[-79.57982700389942, 43.629291001605374]], ""type"": ""MultiPoint""}"
1110,1115,STEELES AVE W,None,HILDA AVE,None,None,None,1974-12-16T00:00:00,SCATS,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1110,436665,13444138,1,,,,1110,,,,,,,,None,"{""coordinates"": [[-79.42926700089708, 43.7960069972925]], ""type"": ""MultiPoint""}"
1111,1116,KINGSTON RD,None,RIDGEMOOR AVE,SHARPE ST,None,None,1975-07-23T00:00:00,SCATS,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1111,30076789,13456826,1,,,,1111,,,,2022-12-12T00:00:00,2022-12-12T00:00:00,2022-12-12T00:00:00,2022-12-12T00:00:00,None,"{""coordinates"": [[-79.25129199394433, 43.706340996478055]], ""type"": ""MultiPoint""}"
1112,1117,DUNDAS ST E,None,MUNRO ST,None,None,None,1975-12-08T00:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1112,6388011,13464720,,1,,,1112,,,,2025-01-14T00:00:00,2025-01-14T00:00:00,2025-02-14T00:00:00,2025-02-14T00:00:00,None,"{""coordinates"": [[-79.35308499499573, 43.662077003368836]], ""type"": ""MultiPoint""}"
1113,1118,BAYVIEW AVE,None,MCKEE AVE,None,None,None,1974-05-07T00:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1113,4807577,13446302,,,,,1113,,,,,,,,None,"{""coordinates"": [[-79.39061499541413, 43.77804200286745]], ""type"": ""MultiPoint""}"
1114,1119,VICTORIA PARK AVE,None,PATRICK BLVD,None,None,None,1975-08-14T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1114,10179959,13446226,,,,,1114,,,,2020-12-04T00:00:00,2020-12-04T00:00:00,,2020-12-04T00:00:00,None,"{""coordinates"": [[-79.32416999668087, 43.7777429980216]], ""type"": ""MultiPoint""}"
1115,1120,LESLIE ST,None,MAROWYNE DR,None,None,None,1975-07-28T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,1115,438307,13446677,1,,,,1115,,,,2021-02-19T00:00:00,2021-02-19T00:00:00,2021-02-19T00:00:00,,None,"{""coordinates"": [[-79.3645929998398, 43.77484300028262]], ""type"": ""MultiPoint""}"
1116,1121,EGLINTON AVE W,None,VESTA DR,None,None,None,1975-05-21T00:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1116,8141079,13457927,,,,,1116,,,,,,,,None,"{""coordinates"": [[-79.42089000283997, 43.701999995781236]], ""type"": ""MultiPoint""}"
1117,1122,KENNEDY RD,None,CORVETTE AVE,None,None,None,1971-09-23T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1117,111632,13453966,,,,,1117,,,,,,,,None,"{""coordinates"": [[-79.26498500469333, 43.725263998779525]], ""type"": ""MultiPoint""}"
1118,1123,LAWRENCE AVE W,None,DUFFLAW RD,None,None,None,1975-05-26T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1118,8292762,13456252,,,,,1118,,,,2023-12-15T00:00:00,,2021-01-27T00:00:00,2021-01-27T00:00:00,None,"{""coordinates"": [[-79.46087399500436, 43.71275399770019]], ""type"": ""MultiPoint""}"
1119,1124,BERMONDSEY RD,None,BARTLEY DR,None,None,None,1975-03-09T01:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1119,444967,13454817,,,,,1119,,,,2021-12-22T00:00:00,2021-12-22T00:00:00,,,LPI is on North & South crosswalks.,"{""coordinates"": [[-79.31451500589507, 43.71968299772929]], ""type"": ""MultiPoint""}"
1120,1125,EGLINTON AVE E,35m EAST OF,DONLEA DR,None,LEASIDE HIGH SCHOOL,None,1975-03-10T00:00:00,TransSuite,None,PA - MPS,1.0 m/s (FDW based on full crossing @1.2m/s),None,2,1120,11915528,,,,,,1120,,,,,,,,None,"{""coordinates"": [[-79.37307000114717, 43.71191999914493]], ""type"": ""MultiPoint""}"
1121,1126,WESTON RD,None,ERNEST DOCKRAY AVE,None,None,None,1975-05-14T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1121,9856958,13460140,,,,,1121,,,,,,,,None,"{""coordinates"": [[-79.49869200222122, 43.69037900285588]], ""type"": ""MultiPoint""}"
1122,1127,JANE ST,None,CLAIR RD,SPENVALLEY DR,None,None,1975-02-07T00:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1122,442708,13451997,,1,,,1122,,,,2025-10-20T00:00:00,2025-10-20T00:00:00,2025-10-20T00:00:00,2025-10-20T00:00:00,None,"{""coordinates"": [[-79.51368500483268, 43.74123999673876]], ""type"": ""MultiPoint""}"
1123,1128,SHEPPARD AVE W,None,RIVALDA RD,PRIVATE ACCESS,None,None,1975-02-18T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1123,9035789,13453059,1,,,,1123,,,,2024-10-04T00:00:00,2024-10-04T00:00:00,2024-10-04T00:00:00,2024-10-04T00:00:00,None,"{""coordinates"": [[-79.53395499977184, 43.73467000155648]], ""type"": ""MultiPoint""}"
1124,1129,BATHURST ST,None,LAURELCREST AVE,RAEBURN AVE,None,None,1974-06-27T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1124,9246492,13451358,,1,,,1124,,,,2021-12-15T00:00:00,2021-12-15T00:00:00,2021-12-15T00:00:00,2021-12-15T00:00:00,None,"{""coordinates"": [[-79.43575700595842, 43.74425500123983]], ""type"": ""MultiPoint""}"
1125,1130,WILSON AVE,None,WENDELL AVE,None,None,None,1975-08-05T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1125,445383,13455730,,,,,1125,,,,,,2023-12-20T00:00:00,2023-12-20T00:00:00,None,"{""coordinates"": [[-79.5270790059964, 43.71679699970267]], ""type"": ""MultiPoint""}"
1126,1131,VICTORIA PARK AVE,None,DAWES RD,None,None,None,1974-12-23T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,1126,3829272,13456890,1,,,,1126,,,,2020-12-10T00:00:00,2020-12-10T00:00:00,,2020-12-10T00:00:00,None,"{""coordinates"": [[-79.29508499642388, 43.70674799635442]], ""type"": ""MultiPoint""}"
1127,1132,MARTIN GROVE RD,None,JOHN GARLAND BLVD,None,None,None,1975-06-16T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1127,10144964,13453576,1,,,,1127,,,,2018-07-10T00:00:00,2018-07-10T00:00:00,,,East & West: LPI on north & south Crosswalks,"{""coordinates"": [[-79.58942300086773, 43.732022003508426]], ""type"": ""MultiPoint""}"
1128,1133,MARTIN GROVE RD,None,409 E MARTIN GROVE RAMP,None,None,HWY 409 SOUTH INTERSECTION,1975-10-10T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1128,6044946,13458920,,,,,1128,,1,,,2024-11-13T00:00:00,,,None,"{""coordinates"": [[-79.57376399743498, 43.697946998655404]], ""type"": ""MultiPoint""}"
1129,1134,MARTIN GROVE RD,None,409 W MARTIN GROVE RAMP,None,None,HWY 409 NORTH INTERSECTION,1975-10-10T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1129,908371,13458507,,,,,1129,,1,,2024-11-13T00:00:00,,,,None,"{""coordinates"": [[-79.57474199532756, 43.70006900116104]], ""type"": ""MultiPoint""}"
1130,1135,ROYAL YORK RD,None,RENAULT CRES,SUMMITCREST DR,None,None,1975-09-29T00:00:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,1130,909151,13461037,1,,,,1130,,,,2019-10-24T00:00:00,2019-10-24T00:00:00,2019-10-24T00:00:00,2019-10-24T00:00:00,None,"{""coordinates"": [[-79.52816699705991, 43.685865995912984]], ""type"": ""MultiPoint""}"
1131,1136,WILLOWDALE AVE,None,EMPRESS AVE,None,None,None,1974-09-13T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1131,438649,13447240,1,,,,1131,,,,2024-05-08T00:00:00,2024-05-08T00:00:00,2024-05-08T00:00:00,2024-05-08T00:00:00,None,"{""coordinates"": [[-79.40283700552392, 43.77148499602272]], ""type"": ""MultiPoint""}"
1132,1137,DUFFERIN ST,60m NORTH OF,JANE OSLER BLVD,PRIVATE ACCESS,YORKDALE MALL ACCESS/PLAZA PONTIAC,None,1989-09-19T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1132,30135986,,1,1,,,1132,,,,,,,,None,"{""coordinates"": [[-79.4572600003648, 43.72527999891571]], ""type"": ""MultiPoint""}"
1133,1138,FINCH AVE E,None,BIRCHMOUNT RD,None,None,None,1975-11-14T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1133,105258,13443562,1,,,,1133,,,,2024-05-10T00:00:00,2024-05-10T00:00:00,2024-05-10T00:00:00,2024-05-10T00:00:00,None,"{""coordinates"": [[-79.30598099515665, 43.798997999518406]], ""type"": ""MultiPoint""}"
1134,1139,ROYAL YORK RD,None,TREHORNE DR,None,None,None,1974-04-26T00:00:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,3,1134,9345161,13460207,1,,,,1134,,,,2019-10-24T00:00:00,2019-10-24T00:00:00,2023-12-21T00:00:00,2023-12-21T00:00:00,"East: None, West: Crosswalk","{""coordinates"": [[-79.53017700616363, 43.690396999204346]], ""type"": ""MultiPoint""}"
1135,1140,WILSON HEIGHTS BLVD,None,REINER RD,None,None,None,1975-02-07T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1135,2006451,13450660,,,,,1135,,,,2023-05-04T00:00:00,2023-05-04T00:00:00,2023-05-04T00:00:00,2023-05-04T00:00:00,None,"{""coordinates"": [[-79.45489700586914, 43.74870099654188]], ""type"": ""MultiPoint""}"
1136,1141,SHEPPARD AVE E,None,LAPSLEY RD,WASHBURN WAY,None,None,1975-11-20T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1136,11533909,13443760,1,,,,1136,,,,2021-04-05T00:00:00,2021-04-05T00:00:00,2021-04-05T00:00:00,2021-04-05T00:00:00,None,"{""coordinates"": [[-79.22754199724517, 43.796148001925296]], ""type"": ""MultiPoint""}"
1137,1142,STEELES AVE E,None,VICTORIA PARK AVE,None,None,None,1975-08-13T00:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1137,436101,13442179,1,,,,1137,,,,,,,,None,"{""coordinates"": [[-79.34131699990893, 43.81564999690518]], ""type"": ""MultiPoint""}"
1138,1143,COLLEGE ST,None,EUCLID AVE,None,None,None,1975-03-10T00:00:00,TransSuite,None,SAP,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,1138,7576500,13465882,1,1,,,1138,,,,2023-09-15T00:00:00,2023-09-15T00:00:00,2023-09-15T00:00:00,2023-09-15T00:00:00,2023 College Retiming Retainer,"{""coordinates"": [[-79.41140800136472, 43.65571399921276]], ""type"": ""MultiPoint""}"
1139,1144,FINCH AVE E,None,CHEROKEE BLVD,None,None,None,1975-11-17T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1139,436723,13444260,,1,,,1139,,,,2021-06-09T00:00:00,2021-06-09T00:00:00,2021-06-09T00:00:00,2021-06-09T00:00:00,None,"{""coordinates"": [[-79.33698299536341, 43.7935280023585]], ""type"": ""MultiPoint""}"
1140,1145,HARBORD ST,None,HURON ST,None,None,None,1975-10-07T00:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1140,14066246,13464619,,,,,1140,,,,2021-01-28T00:00:00,2021-01-28T00:00:00,2021-01-28T00:00:00,2021-01-28T00:00:00,None,"{""coordinates"": [[-79.40008700290417, 43.6634980034511]], ""type"": ""MultiPoint""}"
1141,1146,SPADINA AVE,None,ST ANDREW ST,None,None,None,1984-10-25T00:00:00,TransSuite,None,SAP,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,3,1141,1144803,13466069,1,1,,,1141,,,,2021-12-22T00:00:00,2021-12-22T00:00:00,,,None,"{""coordinates"": [[-79.39864400271871, 43.65440299621071]], ""type"": ""MultiPoint""}"
1142,1147,BAYVIEW AVE,None,BAYVIEW MEWS LANE,None,None,None,1975-11-21T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,1142,438867,13447529,1,,,,1142,,,,2018-10-05T00:00:00,,,,"South & West: None, East: Crosswalk","{""coordinates"": [[-79.38866200098985, 43.769379996664014]], ""type"": ""MultiPoint""}"
1143,1148,ISLINGTON AVE,None,FORDWICH CRES,None,None,None,1976-06-01T00:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1143,12580404,13454278,,,,,1143,,,,2021-01-04T00:00:00,2021-01-04T00:00:00,,2021-01-04T00:00:00,None,"{""coordinates"": [[-79.56075500456868, 43.72702599600828]], ""type"": ""MultiPoint""}"
1144,1149,WESTON RD,None,FENMAR DR,None,None,None,1975-01-08T00:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1144,440516,13449519,,,,,1144,,,,,,,,None,"{""coordinates"": [[-79.54376199384896, 43.75746600313741]], ""type"": ""MultiPoint""}"
1145,1150,KINGSTON RD,None,OLD KINGSTON RD,PRIVATE ACCESS,None,None,1989-04-27T00:00:00,SCATS,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,1145,5444633,13446432,1,,,,1145,,,,,,2021-06-07T00:00:00,2021-06-07T00:00:00,LPI on Private access/Old Kingston Rd,"{""coordinates"": [[-79.18311700237767, 43.774047002493226]], ""type"": ""MultiPoint""}"
